id,title,credits,download_icon0,download_icon0_mirror,download_url,download_url_mirror,download_readme,download_readme_mirror,download_src,download_src_mirror,time_added,config_type,options,type,depends,visible
RAND00001,Random Hentai,SonicMastr,https://raw.githubusercontent.com/SonicMastr/Random-Hentai/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/RAND00001_icon0.png,https://github.com/SonicMastr/Random-Hentai/releases/download/2.1/Random_Hentai.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/RAND00001.vpk,https://raw.githubusercontent.com/SonicMastr/Random-Hentai/master/README.md,None,https://github.com/SonicMastr/Random-Hentai.git,None,1588342001,None,None,VPK,None,True
HELL66645,To Pieces,lkclip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/HELL66645_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/HELL66645.vpk,None,None,None,None,None,1588342000,None,None,VPK,None,True
MLCL00003_01,ensō,Team Molecule,https://raw.githubusercontent.com/henkaku/enso/master/installer/res/icon.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MLCL00003_01_icon0.png,https://github.com/henkaku/enso/releases/download/v1.1/enso.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MLCL00003_01.vpk,https://raw.githubusercontent.com/henkaku/enso/master/README.md,None,https://github.com/henkaku/enso.git,None,1588341998,None,None,VPK,None,True
MLCL00003_02,enso,Team Molecule & TheFloW,https://raw.githubusercontent.com/TheOfficialFloW/enso/master/installer/res/icon.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MLCL00003_02_icon0.png,https://github.com/TheOfficialFloW/enso/releases/download/v1.1/enso.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MLCL00003_02.vpk,https://raw.githubusercontent.com/TheOfficialFloW/enso/master/README.md,None,https://github.com/TheOfficialFloW/enso.git,None,1588341997,None,None,VPK,None,True
EZSV00001,EasySwitchVita,Kirezar,https://raw.githubusercontent.com/Kirezar/EasySwitchVita/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/EZSV00001_icon0.png,https://github.com/Kirezar/EasySwitchVita/releases/download/1.01/EasySwitchVita.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/EZSV00001.vpk,https://raw.githubusercontent.com/Kirezar/EasySwitchVita/master/README.md,None,https://github.com/Kirezar/EasySwitchVita.git,None,1588341996,None,None,VPK,None,True
CTMANAGER,Custom Themes Manager,Red Squirrel,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CTMANAGER_icon0.png,None,https://bitbucket.org/Red_Squirrel/custom-themes-manager/downloads/CTManager.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CTMANAGER.vpk,None,None,https://bitbucket.org/Red_Squirrel/custom-themes-manager/,None,1588341995,None,None,VPK,None,True
ARKSMEDIA,Media Center,Arkanite,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ARKSMEDIA_icon0.png,None,https://vitadb.rinnegatamante.it/get_hb_url.php?id=364,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ARKSMEDIA.vpk,None,None,None,None,1588341994,None,None,VPK,None,True
VFRS12346,VitaFighters,AngryDevs,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VFRS12346_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VFRS12346.vpk,None,None,None,None,None,1588341993,None,None,VPK,None,True
MODALVOLM,ModalVolumeControl,GrapheneCt,None,None,https://github.com/GrapheneCt/Volume-Control-Pack/releases/download/1.0/VolumeControl.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MODALVOLM.vpk,https://raw.githubusercontent.com/GrapheneCt/Volume-Control-Pack/master/README.md,None,https://github.com/GrapheneCt/Volume-Control-Pack.git,None,1588341992,None,None,VPK,None,True
BLTG49694,Vita Timer,Anchitpatra,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BLTG49694_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BLTG49694.vpk,None,None,None,None,None,1588341991,None,None,VPK,None,True
PCEXHUMED,vitaExhumed,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/vitaExhumed/master/platform/PSVita/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PCEXHUMED_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=533,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PCEXHUMED.vpk,https://raw.githubusercontent.com/Rinnegatamante/vitaExhumed/master/README.md,None,https://github.com/Rinnegatamante/vitaExhumed.git,None,1588341990,None,None,VPK,None,True
NREDNECK1,NRedneck,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/NRedneck-Vita/master/source/kenbuild/rsrc/build_icon.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/NREDNECK1_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=436,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/NREDNECK1.vpk,None,None,https://github.com/Rinnegatamante/NRedneck-Vita.git,None,1588341989,None,None,VPK,ec02344b,True
VITASHELL,VitaShell,TheFloW,https://raw.githubusercontent.com/TheOfficialFloW/VitaShell/master/release/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITASHELL_icon0.png,https://github.com/TheOfficialFloW/VitaShell/releases/download/v2.02/VitaShell.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITASHELL.vpk,https://raw.githubusercontent.com/TheOfficialFloW/VitaShell/master/README.md,None,https://github.com/TheOfficialFloW/VitaShell.git,None,1588341988,None,None,VPK,None,True
CPUAFFCTR,AffinityChanger,GrapheneCt,None,None,https://github.com/GrapheneCt/Affinity-Changer/releases/download/v1.1/AffinityChanger.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CPUAFFCTR.vpk,https://raw.githubusercontent.com/GrapheneCt/Affinity-Changer/master/README.md,None,https://github.com/GrapheneCt/Affinity-Changer.git,None,1588341987,None,None,VPK,None,True
ABCD12345,V-cube,Anchitpatra,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD12345_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD12345.vpk,None,None,None,None,None,1588341986,None,None,VPK,None,True
QUAK00003,vitaQuakeIII,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/vitaQuakeIII/master/build_rally/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/QUAK00003_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=375,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/QUAK00003.vpk,https://raw.githubusercontent.com/Rinnegatamante/vitaQuakeIII/master/README.md,None,https://github.com/Rinnegatamante/vitaQuakeIII.git,None,1588341984,None,None,VPK,None,True
VGCF00001,VitaGrafix Configurator,Kirezar,https://raw.githubusercontent.com/Kirezar/VitaGrafixConfigurator/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VGCF00001_icon0.png,https://github.com/Kirezar/VitaGrafixConfigurator/releases/download/v3.0/VitaGrafixConfigurator.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VGCF00001.vpk,https://raw.githubusercontent.com/Kirezar/VitaGrafixConfigurator/master/README.md,None,https://github.com/Kirezar/VitaGrafixConfigurator.git,None,1588341983,None,None,VPK,None,True
UAE4ALL00,uae4all2,rsn8887 & cpasjuste,https://raw.githubusercontent.com/rsn8887/uae4all2/master/psp2data/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/UAE4ALL00_icon0.png,https://github.com/rsn8887/uae4all2/releases/download/1.99/uae4all_1.99.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/UAE4ALL00.vpk,https://raw.githubusercontent.com/rsn8887/uae4all2/master/README.MD,None,https://github.com/rsn8887/uae4all2.git,None,1588341982,None,None,VPK,None,True
ENIGMA000,enigma,rsn8887,https://raw.githubusercontent.com/rsn8887/Enigma/master/psp2data/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ENIGMA000_icon0.png,https://github.com/rsn8887/Enigma/releases/download/1.15/enigma_1.11.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ENIGMA000.vpk,https://raw.githubusercontent.com/rsn8887/Enigma/master/README.MD,None,https://github.com/rsn8887/Enigma.git,None,1588341981,None,None,VPK,29672496,True
OPENBOR01,OpenBOR,cpasjuste & Plombo,https://raw.githubusercontent.com/cpasjuste/openbor/master/engine/resources/vita_icon.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/OPENBOR01_icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/OPENBOR01.vpk,None,https://raw.githubusercontent.com/cpasjuste/openbor/master/README.md,None,https://github.com/cpasjuste/openbor.git,None,1588341980,None,None,VPK,None,True
RAED67053,Cubik adventure,LuckTheGamers,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/RAED67053_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/RAED67053.vpk,None,None,None,None,None,1588341979,None,None,VPK,None,True
ELEVENMPV,Eleven Music Player,joel16,https://raw.githubusercontent.com/joel16/ElevenMPV/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ELEVENMPV_icon0.png,https://github.com/joel16/ElevenMPV/releases/download/v2.10/ElevenMPV.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ELEVENMPV.vpk,https://raw.githubusercontent.com/joel16/ElevenMPV/master/README.md,None,https://github.com/joel16/ElevenMPV.git,None,1588341978,None,None,VPK,None,True
FRUITY001,FRUITY,Retroguru Team,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/FRUITY001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/FRUITY001.vpk,None,None,None,None,None,1588341977,None,None,VPK,None,True
SOUL45638,FALLEN KNIGHTS,VitaHEX Games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SOUL45638_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SOUL45638.vpk,None,None,None,None,None,1588341976,None,None,VPK,None,True
BAKU88888,MyBakkuPakku,LazyOx199,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BAKU88888_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BAKU88888.vpk,None,None,None,None,None,1588341975,None,None,VPK,None,True
CHROMONO2,chro.mono 2,thp4,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CHROMONO2_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CHROMONO2.vpk,None,None,None,None,None,1588341974,None,None,VPK,None,True
SWOR57517,SwordJurney,JacobsPlayground,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SWOR57517_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SWOR57517.vpk,None,None,None,None,None,1588341973,None,None,VPK,None,True
091900001,Switch to PSTV,xCorra,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/091900001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/091900001.vpk,None,None,None,https://github.com/xCorra/SwitchtoPSTV.git,None,1588341972,None,None,VPK,None,True
GRZB00002,vitaSnake,Grzybojad,https://raw.githubusercontent.com/Grzybojad/vitaSnake/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/GRZB00002_icon0.png,https://github.com/Grzybojad/vitaSnake/releases/download/v1.5/vitaSnake.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/GRZB00002.vpk,https://raw.githubusercontent.com/Grzybojad/vitaSnake/master/README.md,None,https://github.com/Grzybojad/vitaSnake.git,None,1588341971,None,None,VPK,None,True
QUAK00001,vitaQuake,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/vitaQuake/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/QUAK00001_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=10,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/QUAK00001.vpk,https://raw.githubusercontent.com/Rinnegatamante/vitaQuake/master/README.md,None,https://github.com/Rinnegatamante/vitaQuake.git,None,1588341970,None,None,VPK,85ff504d,True
REGEDIT01,RegistryEditor,devnoname120,https://raw.githubusercontent.com/devnoname120/RegistryEditorMOD/master/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/REGEDIT01_icon0.png,https://github.com/devnoname120/RegistryEditorMOD/releases/download/1.3/RegistryEditor.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/REGEDIT01.vpk,https://raw.githubusercontent.com/devnoname120/RegistryEditorMOD/master/README.md,None,https://github.com/devnoname120/RegistryEditorMOD.git,None,1588341968,None,None,VPK,None,True
DOOM12345,DooM,gambikules,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DOOM12345_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DOOM12345.vpk,None,None,None,None,None,1588341967,None,None,VPK,None,True
SKGB4TF1X,batteryFixer,SKGleba,https://raw.githubusercontent.com/SKGleba/PSP2-batteryFixer/master/res/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SKGB4TF1X_icon0.png,https://github.com/SKGleba/PSP2-batteryFixer/releases/download/v2.1/batteryFixer.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SKGB4TF1X.vpk,https://raw.githubusercontent.com/SKGleba/PSP2-batteryFixer/master/README.md,None,https://github.com/SKGleba/PSP2-batteryFixer.git,None,1588341966,None,None,VPK,None,True
MEIR00001,ZXVita,ammeir,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MEIR00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MEIR00001.vpk,None,None,None,None,None,1588341965,None,None,VPK,None,True
FLAPPY001,FlappyBird Classic,Creckeryop,https://raw.githubusercontent.com/Creckeryop/Flappy-Bird-Classic-vita/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/FLAPPY001_icon0.png,https://github.com/Creckeryop/Flappy-Bird-Classic-vita/releases/download/v1.21/FBClassic.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/FLAPPY001.vpk,https://raw.githubusercontent.com/Creckeryop/Flappy-Bird-Classic-vita/master/README.md,None,https://github.com/Creckeryop/Flappy-Bird-Classic-vita.git,None,1588341963,None,None,VPK,None,True
NABO12345,Naruto Boruto,gambikules,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/NABO12345_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/NABO12345.vpk,None,None,None,None,None,1588341962,None,None,VPK,None,True
DVDS42069,DVD Screensaver,Electric,https://raw.githubusercontent.com/Electric1447/Vita-DVD-Screensaver/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DVDS42069_icon0.png,https://github.com/Electric1447/Vita-DVD-Screensaver/releases/download/v1.0/dvd_screensaver.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DVDS42069.vpk,https://raw.githubusercontent.com/Electric1447/Vita-DVD-Screensaver/master/README.md,None,https://github.com/Electric1447/Vita-DVD-Screensaver.git,None,1588341961,None,None,VPK,None,True
DVLX00001,devilutionX,gokuhs,https://raw.githubusercontent.com/gokuhs/devilutionX/master/vita/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DVLX00001_icon0.png,https://github.com/gokuhs/devilutionX/releases/download/0.5.0/devilutionx.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DVLX00001.vpk,https://raw.githubusercontent.com/gokuhs/devilutionX/master/README.md,None,https://github.com/gokuhs/devilutionX.git,None,1588341960,None,None,VPK,None,True
LAPY00010,PS Scene Quiz,Lapy,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/LAPY00010_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/LAPY00010.vpk,None,None,None,None,None,1588341959,None,None,VPK,None,True
HERMES001,HERMES,Retroguru Team,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/HERMES001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/HERMES001.vpk,None,None,None,None,None,1588341957,None,None,VPK,None,True
HXEN00001,vitaHexenII,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/vitaHexenII/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/HXEN00001_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=196,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/HXEN00001.vpk,None,None,https://github.com/Rinnegatamante/vitaHexenII.git,None,1588341955,None,None,VPK,ab05de1d,True
MEIR00002,VICEVita,ammeir,https://raw.githubusercontent.com/ammeir/vicevita/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MEIR00002_icon0.png,https://github.com/ammeir/vicevita/releases/download/v1.0/vicevita.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MEIR00002.vpk,https://raw.githubusercontent.com/ammeir/vicevita/master/README.md,None,https://github.com/ammeir/vicevita.git,None,1588341954,None,None,VPK,None,True
JELY00001,Jelly Car,Drakon,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/JELY00001_icon0.png,None,https://github.com/DrakonPL/JellyCar/releases/download/1.1/JellyCarVita.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/JELY00001.vpk,https://raw.githubusercontent.com/DrakonPL/JellyCar/master/README.md,None,https://github.com/DrakonPL/JellyCar.git,None,1588341953,None,None,VPK,None,True
FROV00001,GM:S,FrozenNoober,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/FROV00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/FROV00001.vpk,None,None,None,None,None,1588341952,None,None,VPK,None,True
ABYD12945,Rubik's Cube Solver,Anchitpatra,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABYD12945_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABYD12945.vpk,None,None,None,None,None,1588341951,None,None,VPK,None,True
BBFF12345,Kill'em All,RetroGamer74,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BBFF12345_icon0.png,None,http://dl.coolatoms.org/kill_em_all.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BBFF12345.vpk,https://raw.githubusercontent.com/RetroGamer74/Kill-em-All-PSVita/master/README.md,None,https://github.com/RetroGamer74/Kill-em-All-PSVita.git,None,1588341950,None,None,VPK,None,True
TPPG00001,Tricky Towers Endless Race,TushkaN,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/TPPG00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/TPPG00001.vpk,None,None,None,None,None,1588341949,None,None,VPK,None,True
CONSOLEID,ConsoleID,Freakler,https://raw.githubusercontent.com/Freakler/vita-ConsoleID/master/livearea/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CONSOLEID_icon0.png,https://github.com/Freakler/vita-ConsoleID/releases/download/1.00/ConsoleID_v100.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CONSOLEID.vpk,https://raw.githubusercontent.com/Freakler/vita-ConsoleID/master/README.md,None,https://github.com/Freakler/vita-ConsoleID.git,None,1588341948,None,None,VPK,None,True
LAPY00008,Duck Hunt Remake,Lapy,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/LAPY00008_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/LAPY00008.vpk,None,None,None,None,None,1588341947,None,None,VPK,None,True
SKGCBSMGR,Custom Boot Splash Manager,SKGleba,None,None,https://github.com/SKGleba/CBS-Manager/releases/download/v3.1/cbs_manager.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SKGCBSMGR.vpk,https://raw.githubusercontent.com/SKGleba/CBS-Manager/master/README.md,None,https://github.com/SKGleba/CBS-Manager.git,None,1588341946,None,None,VPK,None,True
BASILISK0,BasiliskII,meetpatty & rsn8887,https://raw.githubusercontent.com/rsn8887/basiliskii-vita/master/src/PSP2/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BASILISK0_icon0.png,https://github.com/rsn8887/basiliskii-vita/releases/download/0.33ggit-rsn8887/BasiliskII_Vita_v0.33g.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BASILISK0.vpk,https://raw.githubusercontent.com/rsn8887/basiliskii-vita/master/README.MD,None,https://github.com/rsn8887/basiliskii-vita.git,None,1588341945,None,None,VPK,c7b7e3ec,True
DRON57468,Drone_racer,JacobsPlayground,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DRON57468_icon0.png,None,https://files.fm/down.php?i=ze3mwfxd&n=DR0056.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DRON57468.vpk,None,None,None,None,1588341944,None,None,VPK,None,True
SKGYAMT01,YAMT -basic-,SKGleba,None,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SKGYAMT01.vpk,None,https://raw.githubusercontent.com/SKGleba/yamt-vita/master/README.md,None,https://github.com/SKGleba/yamt-vita.git,None,1588341943,None,None,VPK,None,True
LAPY00009,Wild Gunman Remake,Lapy,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/LAPY00009_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/LAPY00009.vpk,None,None,None,None,None,1588341942,None,None,VPK,None,True
MARK00095,Resident Evil CODE: Vita,Markus95,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MARK00095_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MARK00095.vpk,None,None,None,None,None,1588341941,None,None,VPK,None,True
RETROVITA,RetroArch,Libretro Team,https://raw.githubusercontent.com/libretro/retroarch/master/media/ico_src/icon128.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/RETROVITA_icon0.png,http://buildbot.libretro.com/stable/1.8.6/playstation/vita/RetroArch.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/RETROVITA.vpk,https://raw.githubusercontent.com/libretro/retroarch/master/README.md,None,https://github.com/libretro/retroarch.git,None,1588341940,None,None,VPK,None,True
GMSV00001_01,Freeway Mutant,Loodanon,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/GMSV00001_01_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/GMSV00001_01.vpk,None,None,None,None,None,1588341939,None,None,VPK,None,True
VITAVOLUM,VitaVolume,inthecatsdreams,https://raw.githubusercontent.com/inthecatsdreams/vita-volume/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITAVOLUM_icon0.png,https://github.com/inthecatsdreams/vita-volume/releases/download/1.4.0/VitaVolume.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITAVOLUM.vpk,https://raw.githubusercontent.com/inthecatsdreams/vita-volume/master/README.md,None,https://github.com/inthecatsdreams/vita-volume.git,None,1588341938,None,None,VPK,None,True
VITALIERO,Wiiero,Grzybojad,https://raw.githubusercontent.com/Grzybojad/wiiero-vita/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITALIERO_icon0.png,https://github.com/Grzybojad/wiiero-vita/releases/download/1.2/wiiero.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITALIERO.vpk,https://raw.githubusercontent.com/Grzybojad/wiiero-vita/master/README.md,None,https://github.com/Grzybojad/wiiero-vita.git,None,1588341936,None,None,VPK,a27883ff,True
MSWEEPER1,MSweep,Creckeryop,https://raw.githubusercontent.com/Creckeryop/MSweep/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MSWEEPER1_icon0.png,https://github.com/Creckeryop/MSweep/releases/download/v1.1/MSweep.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MSWEEPER1.vpk,https://raw.githubusercontent.com/Creckeryop/MSweep/master/README.md,None,https://github.com/Creckeryop/MSweep.git,None,1588341935,None,None,VPK,None,True
PSPEMUCFW,Adrenaline,TheFloW,https://raw.githubusercontent.com/TheOfficialFloW/Adrenaline/master/bubble/pkg/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PSPEMUCFW_icon0.png,https://github.com/TheOfficialFloW/Adrenaline/releases/download/v6.9/Adrenaline.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PSPEMUCFW.vpk,https://raw.githubusercontent.com/TheOfficialFloW/Adrenaline/master/readme.md,None,https://github.com/TheOfficialFloW/Adrenaline.git,None,1588341934,None,None,VPK,None,True
SPED85632,Speedrun Vita,FantaHourglass,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SPED85632_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SPED85632.vpk,None,None,None,None,None,1588341933,None,None,VPK,None,True
OSDB00001,GM:S,InquisitionImplied,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/OSDB00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/OSDB00001.vpk,None,None,None,None,None,1588341932,None,None,VPK,None,True
FIGH12345,UFE Demo,RetroGamer74,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/FIGH12345_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/FIGH12345.vpk,None,None,None,None,None,1588341931,None,None,VPK,None,True
